7.05	F
7.33	A
7.45	C
7.64	E
7.85	B
8.55	A
8.79	B
8.88	A
9.02	B
9.75	F
9.96	G
10.03	F
10.10	D
10.31	B
10.45	F
10.87	A
10.96	E
11.06	A
11.14	B
11.65	A
11.74	B
11.88	G
11.95	E
12.23	F
12.30	A
12.41	B
12.62	C
12.83	B
14.51	G
14.58	B
14.69	A
14.71	B
14.79	A
15.06	B
15.14	A
15.38	B
15.79	A
15.87	C
15.93	G
16.05	B
16.33	G
16.40	B
17.10	E
17.17	B
17.24	E
17.31	F
17.45	B
18.71	C
18.78	E
18.85	B
18.99	C
19.13	E
19.48	B
19.83	A
20.04	B
20.37	C
20.44	B
20.51	G
20.65	B
20.72	A
20.80	D
21.24	E
21.52	B
21.83	G
22.18	C
22.32	X
22.85	B
24.45	C
24.66	G
24.94	B
25.01	G
25.15	F
25.22	B
25.71	G
26.06	B
27.60	G
27.95	C
28.30	B
29.28	C
29.42	B
29.49	C
29.56	B
30.15	G
30.29	F
30.57	E
30.64	A
30.72	C
30.79	E
30.86	A
30.94	E
31.13	F
31.48	B
31.55	C
31.76	B
31.90	E
32.11	B
32.60	G
32.88	B
33.30	G
33.37	B
33.51	G
33.65	B
34.84	F
34.91	E
35.05	B
35.19	C
35.33	B
35.82	A
35.92	C
36.01	H
36.15	C
36.36	G
36.43	C
36.64	B
36.85	C
36.98	B
37.05	G
37.26	A
37.37	C
37.48	B
37.69	G
37.76	H
37.97	B
38.56	G
38.63	B
39.12	A
39.25	C
39.36	A
39.53	C
39.86	A
39.94	E
40.11	B
40.39	C
40.60	B
40.67	X
41.04	B
41.09	C
41.14	B
41.28	A
41.36	E
41.79	B
42.07	A
42.21	B
42.46	C
42.53	X
45.76	X

81030919: 0.00	X
0.10	B
0.17	E
0.23	F
0.30	A
0.38	D
0.52	C
0.58	A
0.66	B
0.72	F
0.85	B
1.06	C
1.13	A
1.21	C
1.26	B
1.37	C
1.44	B
1.65	G
1.72	A
1.81	E
1.99	F
2.34	B
2.55	F
2.90	B
3.89	H
3.98	A
4.03	B
4.11	A
4.19	F
4.25	B
4.44	C
4.51	A
4.59	B
5.01	X
5.20	B
5.34	F
5.41	B
5.62	C
5.69	B
5.83	D
5.90	A
5.98	B
6.03	D
6.28	B
6.35	C
6.56	A
6.70	F
6.91	A
7.00	B
7.53	A
7.63	C
7.75	H
7.82	B
8.03	E
8.15	A
8.17	D
8.25	A
8.32	B
8.72	C
9.00	E
9.21	B
9.56	E
9.63	A
9.74	B
9.99	A
10.07	B
10.18	A
10.26	C
10.56	E
10.70	B
10.77	G
10.91	B
11.26	E
11.30	A
11.42	B
12.03	E
12.24	B
12.45	X
12.84	X

84466301: 0.00	X
0.02	B
0.06	F
0.10	C
0.31	D
0.52	F
0.59	A
0.67	B
1.01	A
1.09	F
1.21	C
1.42	A
1.50	B
1.74	F
1.94	D
2.08	B
2.15	C
2.22	B
2.29	A
2.37	C
2.46	B
2.95	C
3.02	A
3.10	F
3.20	X
3.35	X

88643349: 0.00	B
0.05	F
0.09	B
0.37	E
0.51	C
0.58	B
0.72	X
0.75	X

93161427: 0.00	X
0.01	B
0.30	A
0.49	B
0.54	C
0.66	B
1.01	C
1.08	B
1.22	X
1.25	X

94506612: 0.00	B
0.06	F
0.18	E
0.32	B
0.67	C
0.74	B
0.95	X
0.97	X

98423763: 0.00	B
0.06	A
0.11	F
0.65	X
0.67	X

103687745: 0.00	X
0.03	B
0.09	C
0.15	B
0.22	A
0.28	F
0.34	A
0.39	F
0.49	E
0.70	C
0.84	B
0.91	C
1.05	B
1.12	E
1.33	X
1.43	X

107381932: 0.00	B
0.06	E
0.39	B
0.53	X
0.56	X

107438777: 0.00	X
0.02	B
0.14	C
0.28	A
0.36	C
0.69	B
0.90	X
0.94	X

110933273: 0.00	B
0.06	E
0.12	B
0.26	A
0.44	C
0.48	A
0.56	E
0.67	B
0.81	C
0.88	B
1.02	E
1.16	C
1.23	A
1.35	B
1.52	X
1.57	X

112798527: 0.00	B
0.08	A
0.22	F
0.28	B
0.34	C
0.41	F
0.55	B
0.83	X
0.96	B
1.02	F
1.15	B
1.22	C
1.29	B
1.57	X
1.58	X

114238232: 0.00	X
0.02	C
0.22	A
0.30	C
0.38	A
0.46	E
0.61	C
0.75	E
0.82	F
0.89	B
0.96	C
1.24	B
1.45	C
1.52	B
1.73	E
1.80	B
2.22	E
2.50	B
2.71	C
2.85	G
2.99	B
3.13	C
3.41	E
3.48	H
3.55	D
3.65	C
3.69	A
3.78	B
4.20	E
4.34	F
4.48	B
4.62	F
4.69	B
4.76	A
4.84	C
5.04	E
5.11	C
5.18	B
5.25	X
5.26	X

121268134: 0.00	B
0.07	C
0.13	E
0.20	F
0.27	A
0.39	B
1.02	C
1.30	B
1.37	D
1.44	F
1.51	A
1.59	B
1.65	C
1.70	B
1.84	X
1.96	B
2.11	D
2.25	B
2.60	C
2.74	B
2.88	X
3.07	X

123913935: 0.00	X
0.01	B
0.06	C
0.18	A
0.26	E
0.58	C
0.65	B
0.93	E
1.00	A
1.10	X
1.13	X

125547511: 0.00	X
0.19	C
0.26	E
0.33	B
1.03	X
1.60	B
1.65	F
1.77	B
1.91	C
2.05	B
2.26	C
2.33	B
2.54	G
2.68	B
2.75	E
2.89	C
2.96	B
3.10	A
3.21	C
3.27	B
3.83	F
3.87	A
3.95	B
4.08	A
4.17	D
4.37	B
4.44	A
4.52	E
4.63	C
4.87	B
5.14	C
5.28	E
5.35	A
5.44	B
5.90	C
6.11	G
6.18	B
6.25	X
7.05	B
7.12	A
7.18	C
7.23	B
7.41	C
7.48	X
7.74	B
7.79	D
7.87	C
7.91	A
7.99	B
8.15	A
8.21	B
8.27	A
8.35	C
8.52	B
8.73	A
8.81	B
8.88	G
8.95	C
9.09	B
9.44	X
10.00	B
10.07	C
10.14	B
10.28	D
10.35	A
10.43	E
10.70	B
11.12	C
11.26	D
11.40	B
11.47	G
11.54	A
11.67	B
12.00	A
12.08	C
12.19	B
12.33	C
12.54	B
13.21	E
13.28	F
13.34	G
13.41	A
13.55	E
13.96	B
14.52	X
15.50	B
15.69	C
15.76	X
15.92	B
16.08	C
16.29	X
16.79	B
17.21	C
17.35	B
17.49	G
17.56	C
17.63	B
17.84	A
17.92	C
18.24	B
18.31	X
18.82	X

126674936: 0.00	X
0.01	B
0.70	F
0.84	B
0.91	A
1.07	B
1.14	C
1.42	A
1.50	B
1.62	X
1.66	X

128944890: 0.00	X
0.01	B
0.07	F
0.13	C
0.48	E
0.69	B
0.83	C
0.97	B
1.43	H
1.49	C
1.56	B
1.94	C
2.07	B
2.35	X
2.84	B
2.98	E
3.05	A
3.13	B
3.34	F
3.41	C
3.48	A
3.57	C
3.85	B
4.10	H
4.14	C
4.21	B
4.42	X
4.67	B
4.93	E
5.00	F
5.21	G
5.35	X
5.53	B
5.59	C
5.85	B
5.92	X
6.20	B
6.29	C
6.36	A
6.51	C
6.56	B
6.81	A
6.89	C
7.30	G
7.44	X
7.72	B
7.76	C
7.94	B
8.08	F
8.36	B
8.50	A
8.58	H
8.67	C
9.02	E
9.09	B
9.30	X
9.48	B
9.54	D
9.60	H
9.67	D
9.74	E
9.88	F
10.21	E
10.26	C
10.44	F
10.51	B
10.79	X
11.11	B
11.16	C
11.21	B
11.28	C
11.35	E
11.57	B
11.62	C
11.67	A
11.80	B
11.86	C
11.98	B
12.05	G
12.26	X
12.29	X

136233517: 0.00	X
0.03	B
0.19	F
0.40	A
0.48	F
0.86	B
1.21	E
1.28	F
1.56	B
1.63	A
1.83	B
1.97	X
2.05	X

136659624: 0.00	F
0.07	C
0.14	B
0.28	E
0.49	B
0.77	F
0.98	B
1.05	C
1.47	B
1.76	H
1.90	A
1.97	B
2.04	A
2.11	F
2.22	B
2.36	A
2.48	D
2.55	B
2.83	C
2.90	B
3.46	C
3.59	B
3.87	F
4.01	B
4.08	A
4.16	B
4.30	E
4.37	F
4.44	B
4.58	F
4.65	B
4.72	E
4.79	F
4.86	B
4.93	A
5.02	B
5.26	A
5.34	B
5.40	C
5.46	B
5.53	E
5.60	A
5.73	B
6.00	E
6.07	A
6.15	C
6.31	B
6.73	X
6.76	X

136763257: 0.00	X
0.01	C
0.06	A
0.14	B
0.71	D
0.78	B
1.13	E
1.20	F
1.48	B
2.11	X
2.61	B
2.76	G
2.83	B
2.90	C
2.97	B
3.11	C
3.18	H
3.32	C
3.39	B
3.53	A
3.61	C
3.79	B
3.93	E
4.00	G
4.07	F
4.14	A
4.22	B
4.56	X
4.96	B
5.01	C
5.06	E
5.13	A
5.21	F
5.55	B
5.76	H
5.83	C
5.90	A
5.98	B
6.36	X
6.44	X

142156587: 0.00	X
0.01	B
0.10	E
0.38	B
0.45	C
0.73	B
1.01	F
1.22	B
1.50	C
1.57	B
1.64	G
1.71	E
1.78	B
2.06	C
2.20	B
2.34	X
2.38	X

146692187: 0.00	B
0.06	C
0.26	A
0.34	C
0.44	A
0.52	B
1.06	A
1.14	C
1.31	E
1.35	F
1.54	E
1.75	B
1.87	A
1.89	B
1.96	A
2.03	B
2.09	A
2.26	B
2.43	A
2.54	B
2.61	C
2.68	B
3.45	X
4.02	C
4.04	A
4.11	B
4.17	D
4.44	B
4.51	A
4.66	D
4.86	C
4.93	B
5.07	A
5.25	G
5.30	B
5.35	A
5.43	B
5.51	A
5.60	B
6.64	X
7.17	B
7.22	C
7.26	A
7.35	B
7.50	F
7.64	B
7.78	C
7.85	B
7.92	X
8.31	B
8.36	C
8.82	B
8.96	G
9.06	A
9.08	B
9.16	A
9.24	B
9.61	D
9.75	B
9.89	A
9.97	B
10.03	C
10.29	F
10.39	E
10.44	H
10.51	C
10.58	B
10.72	C
10.79	B
10.86	A
10.94	B
11.36	X
11.59	X

152487917: 0.00	X
0.05	B
0.11	F
0.31	D
0.50	C
0.55	B
0.73	C
0.80	B
0.94	X
0.98	X

152612314: 0.00	X
0.05	B
0.12	C
0.33	G
0.40	B
0.61	C
0.68	B
0.96	C
1.03	E
1.10	G
1.17	B
1.45	C
1.59	D
1.87	H
1.94	B
2.16	F
2.37	B
2.44	E
2.51	B
2.93	A
3.01	H
3.21	C
3.28	B
3.56	C
3.63	B
3.84	C
3.98	B
4.05	A
4.13	B
4.56	C
4.63	B
4.84	E
4.91	G
5.12	A
5.20	E
5.52	C
5.73	A
5.81	D
5.97	H
6.18	X
6.47	X

152714882: 0.00	X
0.03	B
0.36	E
0.50	F
0.57	C
0.64	B
0.78	G
0.92	F
1.06	A
1.20	B
1.33	D
1.40	A
1.48	C
1.61	B
1.82	X
1.85	X

153876604: 0.00	C
0.07	B
0.27	C
0.41	E
0.48	F
0.55	E
0.76	F
0.83	A
0.93	C
1.11	A
1.20	B
1.28	X
1.29	X

155664025: 0.00	X
0.03	B
0.14	E
0.28	B
0.35	A
0.43	C
0.67	B
0.81	F
0.88	B
0.95	A
1.03	F
1.18	B
1.25	A
1.34	C
1.58	B
1.79	X
1.87	X

156357753: 0.00	X
0.03	B
0.08	C
0.13	D
0.41	H
0.62	X
0.69	X

157069646: 0.00	B
0.05	A
0.10	C
0.19	B
0.50	A
0.58	B
0.68	C
0.82	B
0.96	C
1.03	B
1.10	A
1.18	C
1.33	A
1.45	B
1.65	E
1.72	C
1.86	A
1.92	E
1.98	A
2.06	C
2.23	F
2.30	A
2.42	B
2.67	C
2.81	B
2.88	A
2.96	H
3.08	C
3.15	B
3.43	H
3.50	B
4.27	D
4.37	C
4.41	A
4.54	B
4.67	A
4.86	B
5.14	E
5.28	B
5.42	E
5.49	A
5.66	B
5.70	A
5.78	C
5.85	B
5.91	C
6.26	G
6.33	C
6.40	B
6.54	A
6.67	X
6.69	X

160737549: 0.00	X
0.16	B
0.20	G
0.24	B
0.38	G
0.45	B
0.73	C
1.12	D
1.26	B
1.54	C
1.61	E
1.68	B
1.75	E
1.82	C
1.89	H
2.03	A
2.11	C
2.41	B
2.48	E
2.62	A
2.70	B
2.82	C
2.96	B
3.17	H
3.24	C
3.38	B
3.52	X
3.64	B
3.69	C
3.94	A
4.03	E
4.18	B
4.39	A
4.47	C
4.66	B
4.94	C
5.22	F
5.36	C
5.43	B
5.50	A
5.62	B
5.68	C
5.95	B
6.02	C
6.16	A
6.24	C
6.59	B
6.73	E
6.80	A
6.93	G
6.99	E
7.11	B
7.18	G
7.25	F
7.39	B
7.46	C
7.60	E
7.81	B
7.88	A
7.96	G
8.30	B
8.44	X
8.67	X

161981689: 0.00	B
0.05	E
0.16	B
0.58	X
0.78	X

166132054: 0.00	X
0.09	B
0.29	F
0.50	B
0.57	C
0.71	B
0.99	C
1.13	B
1.34	C
1.48	B
1.69	C
1.83	B
2.39	E
2.46	F
2.53	B
2.81	E
3.09	B
3.37	C
3.51	B
3.72	C
3.79	H
4.00	B
4.14	C
4.35	B
4.56	C
4.63	B
4.91	C
5.12	X
5.43	B
5.48	G
5.52	A
5.74	C
5.84	B
6.05	A
6.14	B
6.28	H
6.35	B
6.42	F
6.56	C
6.63	B
6.98	C
7.19	B
7.33	D
7.47	C
7.54	A
7.62	E
7.70	F
7.77	A
7.85	E
7.96	B
8.03	C
8.17	G
8.24	B
8.31	C
8.52	B
8.80	E
9.01	B
9.08	C
9.22	H
9.29	C
9.36	B
9.50	E
9.64	B
9.99	F
10.06	E
10.20	B
10.97	C
11.39	B
11.60	E
11.74	B
11.95	X
12.30	B
12.45	C
12.52	X
13.06	X

171257466: 0.00	X
0.01	B
0.06	A
0.14	C
0.37	B
0.44	C
0.58	E
0.65	G
0.72	B
0.79	A
0.87	E
0.99	B
1.13	C
1.27	B
1.48	C
1.55	A
1.65	B
1.70	D
1.88	B
1.95	A
2.11	X
2.17	X

178819808: 0.00	B
0.04	E
0.15	B
0.29	E
0.43	B
0.57	D
0.71	B
0.92	X
0.94	X

181436422: 0.00	X
0.07	B
0.11	F
0.15	B
0.22	A
0.30	C
0.37	B
0.44	E
0.65	F
0.72	A
0.80	B
1.30	C
1.37	E
1.44	B
1.65	X
1.78	B
1.83	E
2.15	B
2.22	A
2.30	B
2.37	E
2.85	B
3.20	X
3.31	X

182271003: 0.00	X
0.02	F
0.15	B
0.22	A
0.28	F
0.34	A
0.39	E
0.60	B
0.67	C
0.81	B
0.88	C
1.02	G
1.09	E
1.30	X
1.92	B
1.97	F
2.02	B
2.16	C
2.37	G
2.44	E
2.51	C
2.65	B
2.72	F
2.93	A
3.01	C
3.08	B
3.15	F
3.36	E
3.50	C
3.57	B
3.64	A
3.72	C
3.79	B
3.93	A
4.01	E
4.13	A
4.21	B
4.71	X
4.74	X

183303164: 0.00	X
0.02	B
0.06	A
0.14	E
0.21	F
0.35	C
0.42	B
0.56	F
0.84	B
0.91	C
0.98	E
1.05	B
1.12	X
1.15	X

188116856: 0.00	B
0.39	C
0.44	F
0.51	C
0.58	B
1.28	F
1.46	B
1.66	F
1.93	A
2.01	B
2.25	X
2.31	X

188121298: 0.00	B
0.37	C
0.51	B
0.65	X
1.04	B
1.08	C
1.26	B
1.33	A
1.41	E
1.50	A
1.58	B
1.66	A
1.74	C
1.82	E
1.96	X
2.13	X

188306997: 0.00	X
0.01	B
0.09	F
0.37	C
0.51	F
0.65	B
0.79	A
0.95	X
0.96	X

190692246: 0.00	X
0.03	B
0.09	E
0.15	F
0.22	E
0.29	A
0.37	F
0.56	B
0.63	F
0.70	B
1.47	F
1.61	A
1.72	X
1.75	X

190884024: 0.00	C
0.14	E
0.28	F
0.49	E
0.63	F
0.70	B
0.84	C
0.91	E
0.98	F
1.05	B
1.26	F
1.65	A
2.09	B
2.13	C
2.24	B
2.31	C
2.45	E
2.66	F
2.87	C
2.94	B
3.15	F
3.36	B
3.43	F
3.71	B
3.85	X
3.95	X

195073384: 0.00	B
0.06	C
0.18	E
0.25	F
0.32	B
0.46	G
0.53	C
0.60	A
